WineryName	Count
J. Truchot Martin	13
Heritage	13
Gioiello Estate	13
Jean-Marie Strubbler	13
Niebaum Coppola	13
Domaine René Engel	12
Domaine Saint-Sébaste	12
Domaine La Berangeraie	12
Château Saint Pierre Sevaistre	12
Acacia	12
Domaine du Mas Blanc	12
Alto Vintage	12
Antonini Ceresa	12
Preston Farm & Winery	12
Château Franquet Grand Poujeax	12
Domaine Lebreuil	12
Domaine Desmures	12
Livingston Moffett	12
Château Crusquet de Lagarcie	12
Emile Chandesais	12
Château de Labourgade	12
Albert Seltz	12
Good Harbor	12
Karly Winery	12
Château Bouzy La Marechale	11
Jost Vineyards	11
Lucien Muzard & Fils	11
Armentia y Madrazo	11
Casa Vinicola Cortese-Selectvini	11
Laleure Piot	11
Obiz	11
Domaine de la Tour du Bief	11
Weingut Hoffmann Michael	11
Maison Champy	11
Fortino	11
Clavelier & Fils	11
Michel Delorme	11
Jean Pierre Mugneret	11
Caves de la Muyre	11
Robller Vineyards	11
Michel Colin-Deléger et Fils	11
Bodegas Casa de la Reina	10
Mestre	10
Domaine René Bessac	10
Jacques de Pourquery	10
Josef Friederich	10
Château Cambriel	10
Château Roulet	10
Georg Mosbacher	9
Morey-Blanc	9
Château Segonzac	9
Santa Barbara Winery	9
Michel Blouin	9
Martin Pasler	9
Fattoria la Loggia	9
Cantine Minini	9
Domaine Ramonet-Prudhon	9
Castillo de Mureva	9
Vignaioli del Tortonese	9
Château Lalande de Gravelongue	9
Heinrich Mayer	9
Berticot	9
Kazayak Vin	9
Hanappier Peyrelongue	9
Navisa	9
Henri Laroche	9
Château Gaillardet	9
El Espigon	8
Château Duplessis Fabre	8
Chatter Creek	8
Viña Hermosa	8
Miguel A. Aguado Zazo	8
Theo Engel	8
Hubert Moret	8
Domaine de Mirail	8
Hanging Rock Winery	8
Domaine François et Julien Pinon	8
Maldonado	8
Marchese Villadoria	8
J. Vandermeulen Decanniere	8
Staatliche Weinbaudomäne Oppenheim	8
A. Chamvermeil	8
Marynissen Estates	8
Krug'scher Hof	8
Pascal Jolivet	7
JF Falkenburg	7
Mountain Valley	7
Pierre Bouzereau-Emonin	7
Lourensford	7
Vinícola Guaravera	7
Louis Blanc	7
Michel-Schlumberger	7
Woodlands	7
Stone Bluff Cellars	7
Catherine Battault	7
Cantina d'Angelo	6
Verget	6
Adrian et Diego Mathier	6
Louis Bernard	6
Cornaianum	6
Domaine Rougeot	6
Gouailhardou	6
McPherson	6
De Zoete Inval	6
A Pernin Rossin	6
Auffray	6
Calliga	6
Bernard Morey	5
Miolo-Conde de Foucauld	5
Domaine Pico-Race	5
Jean Soleil	5
Domaine des Aspes	5
Fratelli Cella	5
Altes Schlösschen	5
Pavillon des Connetables	5
Siben	5
Lazzari	5
Sauk-Dere	5
Balkan Crest	5
Domaine de Rully Saint-Michel	5
Long Vineyards	5
Abel	5
Les Blanches Fleurs	5
Weingut Am Rosenberg	5
De Lorenzi	5
Château de Montpatey	5
White Cottage Ranch	4
Le Chai de la Chapelle	4
Cocci Grifoni	4
Vinos de León	4
Château Haut Bernon	4
Diamond Valley	4
Freyburger	4
Domaine Henry Lamarche	4
Henri de Villamont	4
Domain Sakar	4
Coron Père & Fils	4
Château La Plante	4
Traguardo	4
Dott G. Damilano	4
Tapada do Chiques	4
Moondah Brook	4
Jaffelin	4
Château Roubaud	4
La Maison Rouget	3
Château Couvent des Cordeliers	3
Adega Collina	3
Pierre Plouzeau	3
S.Zibio	3
Cave Berthaudin	3
Dorrien	3
Fratelli Minuto	3
Pacheco Ranch	3
Dr. Zenzen	3
Les Celliers des Terres de France	3
Château Peybonhomme	3
L. Rosenheim & Fils	3
Real Rache	3
Château Peyredoulle	3
Bertrand de Marcellus	3
Whitcraft	2
Château la Salle de Poujeaux	2
CHANDON Brazil	2
Manière-Noirot	2
Braun Nierstein	2
Van Volxem	2
Château Lamothe de Haux	2
Jean Boillot & Fils	2
Château-Chalon	2
Château de Caillavet	2
Henri Moroni	2
Enologica Valtellinese	2
Château Cassevert	2
Francone	2
Stone Creek	2
A. de Luze	1
Château Haut-Franquet	1
Paul de Ville	1
Château de Puisseguin	1
Michelot Buisson	1
